province,language,liberal_favour,conservative_favour,ndp_favour,bloc_favour,green_favour,people_favour,vote_choice,cps19_ResponseId
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,0,R_2VL4SuAgnBv8vhM
Quebec,English,59.65979381443299,44.08247422680412,51.77319587628866,16.15463917525773,49.23711340206186,25.185567010309278,2,R_3Rr2eSvg2ZW3TE1
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,2,R_ukLQHn3xpsM9YuR
Maintoba,English,44.78378378378378,48.653153153153156,49.3963963963964,13.288288288288289,44.153153153153156,20.68018018018018,1,R_eb4acBOFWMPxjsB
Quebec,French,48.576628352490424,34.23946360153257,51.7911877394636,55.54214559386973,44.969348659003835,19.113026819923373,3,R_TbByHAbu9ny3RK1
Quebec,French,48.576628352490424,34.23946360153257,51.7911877394636,55.54214559386973,44.969348659003835,19.113026819923373,0,R_3qgnG8FgnxWqKAJ
British Columbia,English,46.58048780487805,43.99349593495935,47.03252032520325,14.266666666666667,48.78373983739837,22.816260162601626,0,R_1GPIudApufDDv7R
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,2,R_1dMGcOscDC5JT3R
British Columbia,French,41.90909090909091,46.54545454545455,49,29.727272727272727,58.72727272727273,24.90909090909091,1,R_2OU971iCwiCKEDi
British Columbia,English,46.58048780487805,43.99349593495935,47.03252032520325,14.266666666666667,48.78373983739837,22.816260162601626,0,R_2ZJKcIL7vKLD8za
Alberta,English,32.018612521150594,63.32825719120135,36.2741116751269,11.196277495769882,32.7072758037225,27.68020304568528,1,R_2s1EVTZKtZeyOce
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,0,R_2tLOmGyXUzJlxQK
British Columbia,English,46.58048780487805,43.99349593495935,47.03252032520325,14.266666666666667,48.78373983739837,22.816260162601626,0,R_2wU1lcj5CYoL28i
British Columbia,English,46.58048780487805,43.99349593495935,47.03252032520325,14.266666666666667,48.78373983739837,22.816260162601626,1,R_2w1qtmmAHwdn99l
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,1,R_1IMLm2xhcCOvewS
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,2,R_1oEWoBxxlASn3ep
British Columbia,English,46.58048780487805,43.99349593495935,47.03252032520325,14.266666666666667,48.78373983739837,22.816260162601626,2,R_1jwSZM5FKFmj0nK
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,0,R_ZF7tU9Xn3V6iRzz
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,0,R_1OP7nMrXnGfFURH
Ontario,English_and_French,55.97569444444444,38.579861111111114,52,18.51388888888889,50.451388888888886,21.944444444444443,0,R_1cXPeSaAxaJRMYp
Quebec,French,48.576628352490424,34.23946360153257,51.7911877394636,55.54214559386973,44.969348659003835,19.113026819923373,3,R_eEEA3qwkuDz9ZwB
Newfoundland and Labrador,English,59.19101123595506,41.741573033707866,51.337078651685395,14.617977528089888,42.73033707865169,21.617977528089888,2,R_1dmO5ehjSWVZ1po
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,1,R_3EMZuMYVkHqAWep
Alberta,English,32.018612521150594,63.32825719120135,36.2741116751269,11.196277495769882,32.7072758037225,27.68020304568528,2,R_3NWW7QzB52MViSa
Alberta,English,32.018612521150594,63.32825719120135,36.2741116751269,11.196277495769882,32.7072758037225,27.68020304568528,1,R_3kujzrlSWMxj5c9
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,0,R_2Pzqj68GEUybiW2
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,2,R_3lJLt6tmD2oGECe
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,1,R_vGegzzAyanugkJH
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,0,R_1QMAQU1VQNjuNq3
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,2,R_1FrX3XfGISQO6jF
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,0,R_3lPtBy16heJyuzu
Nova Scoita,English,56.082191780821915,35.71232876712329,49.28082191780822,14.979452054794521,52.363013698630134,21.397260273972602,0,R_3G8lTuIQ8kbBPfb
Alberta,English_and_French,41.90909090909091,53.07272727272727,43.14545454545455,12.145454545454545,39.472727272727276,33.38181818181818,1,R_1Fb4F9Wm5gLDBfW
Saskatchewan,English,32.89071038251366,60.53551912568306,46.48087431693989,12.775956284153006,39.95628415300546,26.939890710382514,1,R_3EPU5QVJodkidsD
Nova Scoita,English,56.082191780821915,35.71232876712329,49.28082191780822,14.979452054794521,52.363013698630134,21.397260273972602,2,R_3fxc1P97A3PLv97
Quebec,French,48.576628352490424,34.23946360153257,51.7911877394636,55.54214559386973,44.969348659003835,19.113026819923373,2,R_2VjBl6XrGfwVnMR
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,0,R_3ez3SbdJQa3mYzC
Quebec,French,48.576628352490424,34.23946360153257,51.7911877394636,55.54214559386973,44.969348659003835,19.113026819923373,0,R_sNKlsO3X35LKtAl
Nova Scoita,English,56.082191780821915,35.71232876712329,49.28082191780822,14.979452054794521,52.363013698630134,21.397260273972602,0,R_8zSQ8BveN5qU7YZ
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,1,R_12F25Edbzc7iMPG
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,0,R_2Y381HMU0vmnKIU
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,1,R_XoVVALXYoI0gCMF
Maintoba,English_and_French,57.875,37.6875,64.125,23.1875,56.1875,27.6875,4,R_3PaWHDfdCS0onD2
British Columbia,English,46.58048780487805,43.99349593495935,47.03252032520325,14.266666666666667,48.78373983739837,22.816260162601626,0,R_21Fis3zUOewTQqQ
British Columbia,English,46.58048780487805,43.99349593495935,47.03252032520325,14.266666666666667,48.78373983739837,22.816260162601626,2,R_Z3JOl1TZ4uBfTRn
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,0,R_RCy5VNpO8p9MwAV
Quebec,English_and_French,60.47486033519553,32.55865921787709,59.02793296089386,33.30167597765363,52.167597765363126,20.547486033519554,0,R_dbO0laUjbeBaTgB
British Columbia,English,46.58048780487805,43.99349593495935,47.03252032520325,14.266666666666667,48.78373983739837,22.816260162601626,1,R_2YyOGMZC6itNyvV
Quebec,English_and_French,60.47486033519553,32.55865921787709,59.02793296089386,33.30167597765363,52.167597765363126,20.547486033519554,4,R_2UWqmchUFIyk8TG
Maintoba,English_and_French,57.875,37.6875,64.125,23.1875,56.1875,27.6875,4,R_rr00WRUB65sOHBL
British Columbia,English,46.58048780487805,43.99349593495935,47.03252032520325,14.266666666666667,48.78373983739837,22.816260162601626,0,R_1Ny4ZRgS9hG8aVb
Maintoba,English,44.78378378378378,48.653153153153156,49.3963963963964,13.288288288288289,44.153153153153156,20.68018018018018,0,R_3257yCvBp3L57X4
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,0,R_bf2Mei140OZA081
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,4,R_0kuxlzsOci94TT3
British Columbia,English,46.58048780487805,43.99349593495935,47.03252032520325,14.266666666666667,48.78373983739837,22.816260162601626,4,R_1eET0VchyzGEXzr
Alberta,English,32.018612521150594,63.32825719120135,36.2741116751269,11.196277495769882,32.7072758037225,27.68020304568528,0,R_2TTO9fosSU6DvdD
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,2,R_e3t2SLPDQC1R8pb
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,0,R_x959X0K0XX9wuVH
Alberta,English,32.018612521150594,63.32825719120135,36.2741116751269,11.196277495769882,32.7072758037225,27.68020304568528,1,R_3m3MF5hLQ10LOBd
Quebec,French,48.576628352490424,34.23946360153257,51.7911877394636,55.54214559386973,44.969348659003835,19.113026819923373,0,R_Tu5eMRfsf3wcFEd
British Columbia,Neither English nor French,49.22950819672131,48.85245901639344,49.032786885245905,20.327868852459016,49.0655737704918,27.934426229508198,0,R_1DBknrCPe2qM3zI
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,1,R_1je2xYVXvNbEci2
British Columbia,English,46.58048780487805,43.99349593495935,47.03252032520325,14.266666666666667,48.78373983739837,22.816260162601626,0,R_V4lxnlVop5WqrqV
Alberta,English,32.018612521150594,63.32825719120135,36.2741116751269,11.196277495769882,32.7072758037225,27.68020304568528,0,R_31i9HVS8eold34t
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,1,R_1ClGrWccFR4ikLb
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,1,R_2wtBffZn2Y8kaeW
Alberta,English,32.018612521150594,63.32825719120135,36.2741116751269,11.196277495769882,32.7072758037225,27.68020304568528,0,R_3nAHqWs2ny9nTtK
Quebec,French,48.576628352490424,34.23946360153257,51.7911877394636,55.54214559386973,44.969348659003835,19.113026819923373,2,R_r9JMG2j9Zz7paKd
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,1,R_1hyVzCg5FgUbfvB
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,0,R_p3DEm8iKR9cGrux
Nova Scoita,English,56.082191780821915,35.71232876712329,49.28082191780822,14.979452054794521,52.363013698630134,21.397260273972602,0,R_3NVYQMHn5NkOmki
Quebec,English,59.65979381443299,44.08247422680412,51.77319587628866,16.15463917525773,49.23711340206186,25.185567010309278,1,R_SJdHoQCBEiFokNz
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,0,R_31XF6AhnVEzyua7
Saskatchewan,Neither English nor French,35.23076923076923,64.15384615384616,39.07692307692308,17.692307692307693,29.153846153846153,35.84615384615385,2,R_2AYdOfZJuBlCfRx
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,0,R_1LROWcG4eFyi3pk
New Brunswick,English,47.34782608695652,45.927536231884055,49.98550724637681,17.840579710144926,50.391304347826086,28.420289855072465,0,R_DGgOuSgG71Ym8eJ
Nova Scoita,English,56.082191780821915,35.71232876712329,49.28082191780822,14.979452054794521,52.363013698630134,21.397260273972602,2,R_1gj9TcmGy4rGWdQ
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,0,R_2BbrNeqLxrD2Yyh
New Brunswick,English,47.34782608695652,45.927536231884055,49.98550724637681,17.840579710144926,50.391304347826086,28.420289855072465,1,R_1gziSohylaQTfVN
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,4,R_xcnBApQhd7Jtm9j
New Brunswick,English_and_French,58.57142857142857,40.892857142857146,48.892857142857146,22.785714285714285,52.464285714285715,19.678571428571427,1,R_2UaRGMbHVwXGVpk
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,1,R_41U2dDqcYacHnfX
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,2,R_1iml34LuLWag5zG
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,1,R_3QKOUanFtUJKhRK
Alberta,English,32.018612521150594,63.32825719120135,36.2741116751269,11.196277495769882,32.7072758037225,27.68020304568528,1,R_2DSRkGr7TPmXGuc
Quebec,French,48.576628352490424,34.23946360153257,51.7911877394636,55.54214559386973,44.969348659003835,19.113026819923373,2,R_3peWWKDXFpBeepm
Ontario,Neither English nor French,53.37984496124031,43.42635658914729,48.44961240310077,18.271317829457363,50.55813953488372,23.813953488372093,1,R_2uWns4q2ZqENtdx
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,1,R_3pi2qogj475CYTA
Maintoba,English,44.78378378378378,48.653153153153156,49.3963963963964,13.288288288288289,44.153153153153156,20.68018018018018,2,R_1CqqFI7hrl4f5mB
Saskatchewan,English,32.89071038251366,60.53551912568306,46.48087431693989,12.775956284153006,39.95628415300546,26.939890710382514,0,R_2fkwJ5yyZ6maTzD
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,0,R_3iqg9obtijYLngI
British Columbia,English,46.58048780487805,43.99349593495935,47.03252032520325,14.266666666666667,48.78373983739837,22.816260162601626,1,R_278ys1J5Aht12uK
British Columbia,English,46.58048780487805,43.99349593495935,47.03252032520325,14.266666666666667,48.78373983739837,22.816260162601626,1,R_3DdzgrRR3ltKMsP
Saskatchewan,English,32.89071038251366,60.53551912568306,46.48087431693989,12.775956284153006,39.95628415300546,26.939890710382514,1,R_3xAqpe0J01W7i5r
Ontario,English_and_French,55.97569444444444,38.579861111111114,52,18.51388888888889,50.451388888888886,21.944444444444443,0,R_eR8xmwHgZQ6UqiZ
New Brunswick,English,47.34782608695652,45.927536231884055,49.98550724637681,17.840579710144926,50.391304347826086,28.420289855072465,1,R_21A1UyH4q4Bvoxd
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,0,R_3FOFHD5L5B7sLJ6
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,0,R_10q5BGxQk2mqhwJ
Ontario,English_and_French,55.97569444444444,38.579861111111114,52,18.51388888888889,50.451388888888886,21.944444444444443,0,R_BsJdfzVr1s6Gewp
British Columbia,English,46.58048780487805,43.99349593495935,47.03252032520325,14.266666666666667,48.78373983739837,22.816260162601626,4,R_1PbNghva9suJqmh
British Columbia,English_and_French,55.851851851851855,38.51851851851852,54.05555555555556,15.166666666666666,58.629629629629626,17.25925925925926,0,R_3KpgBJqhE25mgXU
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,0,R_3JJEsFkGZGt8jye
Ontario,English_and_French,55.97569444444444,38.579861111111114,52,18.51388888888889,50.451388888888886,21.944444444444443,1,R_2zkapz3gvjnFNaZ
Alberta,English,32.018612521150594,63.32825719120135,36.2741116751269,11.196277495769882,32.7072758037225,27.68020304568528,1,R_O0WSh992CNMmSR3
British Columbia,Neither English nor French,49.22950819672131,48.85245901639344,49.032786885245905,20.327868852459016,49.0655737704918,27.934426229508198,4,R_30w60KvKFZh25hH
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,1,R_3QSjciJXce4lHj4
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,4,R_3DuuIjLEQkanrtz
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,1,R_3QE2oLdi9wRESBF
British Columbia,English,46.58048780487805,43.99349593495935,47.03252032520325,14.266666666666667,48.78373983739837,22.816260162601626,1,R_1OWacY4tuINxmik
Nova Scoita,English,56.082191780821915,35.71232876712329,49.28082191780822,14.979452054794521,52.363013698630134,21.397260273972602,2,R_3jfe9yWeiOsAMpK
British Columbia,English,46.58048780487805,43.99349593495935,47.03252032520325,14.266666666666667,48.78373983739837,22.816260162601626,0,R_12A6q0H0KP6nnE0
Quebec,Neither English nor French,63.212765957446805,44.02127659574468,46.723404255319146,25.170212765957448,42.723404255319146,26.4468085106383,1,R_3PulL6w91B8tiLM
Alberta,English,32.018612521150594,63.32825719120135,36.2741116751269,11.196277495769882,32.7072758037225,27.68020304568528,1,R_Do8PJrb81Q86VPj
Maintoba,English,44.78378378378378,48.653153153153156,49.3963963963964,13.288288288288289,44.153153153153156,20.68018018018018,4,R_1fmdW0Pt8rmADF2
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,5,R_33sxICwdqCaM2Iu
Alberta,English,32.018612521150594,63.32825719120135,36.2741116751269,11.196277495769882,32.7072758037225,27.68020304568528,1,R_dm3ruNPeeEmy5ep
Saskatchewan,English,32.89071038251366,60.53551912568306,46.48087431693989,12.775956284153006,39.95628415300546,26.939890710382514,1,R_1FPOYPjYWj9GP6Q
Ontario,English_and_French,55.97569444444444,38.579861111111114,52,18.51388888888889,50.451388888888886,21.944444444444443,0,R_3hsSGmMXUVuUbnq
Alberta,English,32.018612521150594,63.32825719120135,36.2741116751269,11.196277495769882,32.7072758037225,27.68020304568528,1,R_3hnd6KzxPgW21zX
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,1,R_2fxjjZov4fLLnMH
Quebec,English_and_French,60.47486033519553,32.55865921787709,59.02793296089386,33.30167597765363,52.167597765363126,20.547486033519554,0,R_yyJB9s3fcDvNmVP
British Columbia,English,46.58048780487805,43.99349593495935,47.03252032520325,14.266666666666667,48.78373983739837,22.816260162601626,0,R_1LTnMJbsFbfktIZ
Alberta,English,32.018612521150594,63.32825719120135,36.2741116751269,11.196277495769882,32.7072758037225,27.68020304568528,4,R_2AX1nnQhETxUu2O
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,1,R_27dTdkafnrKF8Wf
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,1,R_r9eVBpPVQhmXEk1
British Columbia,English,46.58048780487805,43.99349593495935,47.03252032520325,14.266666666666667,48.78373983739837,22.816260162601626,1,R_1OOFWrhsewOsHYW
Alberta,English,32.018612521150594,63.32825719120135,36.2741116751269,11.196277495769882,32.7072758037225,27.68020304568528,1,R_124oyL2gFIRUyE1
British Columbia,English,46.58048780487805,43.99349593495935,47.03252032520325,14.266666666666667,48.78373983739837,22.816260162601626,4,R_zdMVzxbPDnqdj69
Newfoundland and Labrador,English,59.19101123595506,41.741573033707866,51.337078651685395,14.617977528089888,42.73033707865169,21.617977528089888,0,R_1j6T9OXDiUV6V7w
Alberta,English_and_French,41.90909090909091,53.07272727272727,43.14545454545455,12.145454545454545,39.472727272727276,33.38181818181818,1,R_saRnW75D7rydlLj
Ontario,English_and_French,55.97569444444444,38.579861111111114,52,18.51388888888889,50.451388888888886,21.944444444444443,1,R_3oZRxGduIKef5TN
Alberta,English,32.018612521150594,63.32825719120135,36.2741116751269,11.196277495769882,32.7072758037225,27.68020304568528,1,R_27f1bSrhLoX7Yju
Alberta,English,32.018612521150594,63.32825719120135,36.2741116751269,11.196277495769882,32.7072758037225,27.68020304568528,0,R_2CCbo8p6e5gs2Yi
British Columbia,Neither English nor French,49.22950819672131,48.85245901639344,49.032786885245905,20.327868852459016,49.0655737704918,27.934426229508198,2,R_Ti7G6oJppZe005H
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,0,R_Doep8YMegR5pzc5
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,1,R_3jVemLhONeuhRzW
Ontario,Neither English nor French,53.37984496124031,43.42635658914729,48.44961240310077,18.271317829457363,50.55813953488372,23.813953488372093,1,R_yxwQ0r3oaQ5GC3f
British Columbia,English,46.58048780487805,43.99349593495935,47.03252032520325,14.266666666666667,48.78373983739837,22.816260162601626,0,R_3dSqsqhEcGcUBsr
Alberta,English,32.018612521150594,63.32825719120135,36.2741116751269,11.196277495769882,32.7072758037225,27.68020304568528,1,R_ZrAgnwa9ymodJ9D
Newfoundland and Labrador,English,59.19101123595506,41.741573033707866,51.337078651685395,14.617977528089888,42.73033707865169,21.617977528089888,2,R_2usxp5G9reuMROc
Quebec,French,48.576628352490424,34.23946360153257,51.7911877394636,55.54214559386973,44.969348659003835,19.113026819923373,3,R_3QWdJDqcsrHS0dL
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,1,R_3Jf8EZry6f76pW0
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,1,R_2AMtid1uoeMTGUI
Ontario,Neither English nor French,53.37984496124031,43.42635658914729,48.44961240310077,18.271317829457363,50.55813953488372,23.813953488372093,0,R_1N3PXDYSLOIaUCG
Saskatchewan,English,32.89071038251366,60.53551912568306,46.48087431693989,12.775956284153006,39.95628415300546,26.939890710382514,1,R_11WPxizaSLY6ke8
Ontario,Neither English nor French,53.37984496124031,43.42635658914729,48.44961240310077,18.271317829457363,50.55813953488372,23.813953488372093,4,R_6FKr1kmthDuuC41
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,1,R_24bLz1Qgz5Tirf8
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,2,R_cUwsEf3lIwUhmLL
New Brunswick,English,47.34782608695652,45.927536231884055,49.98550724637681,17.840579710144926,50.391304347826086,28.420289855072465,0,R_24hNjJRQ0csEl1x
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,0,R_3QEP3sMfwNIvimo
Alberta,English,32.018612521150594,63.32825719120135,36.2741116751269,11.196277495769882,32.7072758037225,27.68020304568528,1,R_ZkI8VmI1pt8sP7z
Alberta,English,32.018612521150594,63.32825719120135,36.2741116751269,11.196277495769882,32.7072758037225,27.68020304568528,1,R_3Rl9TmtRIPiIbhd
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,5,R_b75Yu4cbiuaiq6R
Alberta,English,32.018612521150594,63.32825719120135,36.2741116751269,11.196277495769882,32.7072758037225,27.68020304568528,1,R_1I71e7iDrmRZR4f
Newfoundland and Labrador,English,59.19101123595506,41.741573033707866,51.337078651685395,14.617977528089888,42.73033707865169,21.617977528089888,0,R_1dajmU8CgCwD0aC
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,1,R_1jZB4ae6QCWhAfo
Quebec,French,48.576628352490424,34.23946360153257,51.7911877394636,55.54214559386973,44.969348659003835,19.113026819923373,0,R_BzTUlkrhxc5drfH
Ontario,Neither English nor French,53.37984496124031,43.42635658914729,48.44961240310077,18.271317829457363,50.55813953488372,23.813953488372093,2,R_12nbhHlcJfm7T5W
British Columbia,English_and_French,55.851851851851855,38.51851851851852,54.05555555555556,15.166666666666666,58.629629629629626,17.25925925925926,4,R_XAKMUWww6GhFFbb
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,0,R_3QKxbZdutsbqeSh
British Columbia,English,46.58048780487805,43.99349593495935,47.03252032520325,14.266666666666667,48.78373983739837,22.816260162601626,0,R_3PZgHVy6biNjFYI
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,2,R_2aeLXU7hEQc29ov
Alberta,English,32.018612521150594,63.32825719120135,36.2741116751269,11.196277495769882,32.7072758037225,27.68020304568528,0,R_1OJIs0kebpkco8B
Alberta,Neither English nor French,37.76,56.88,35.36,20.52,35.72,28.08,1,R_qynTteJO4fw7Ibv
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,2,R_1n0FrzhlboZrutd
Maintoba,Neither English nor French,46.46153846153846,58.84615384615385,38.61538461538461,21.307692307692307,44.84615384615385,25.076923076923077,0,R_1Eboi2K8DOOyRKP
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,1,R_UxORMFI5ekXnarT
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,0,R_2frnlyQOF8gu49c
New Brunswick,English,47.34782608695652,45.927536231884055,49.98550724637681,17.840579710144926,50.391304347826086,28.420289855072465,1,R_3EuR8PiHb8LyofS
Alberta,English,32.018612521150594,63.32825719120135,36.2741116751269,11.196277495769882,32.7072758037225,27.68020304568528,0,R_pc5b7BCne2gh74l
British Columbia,English,46.58048780487805,43.99349593495935,47.03252032520325,14.266666666666667,48.78373983739837,22.816260162601626,2,R_2xLx1s1HKrpINkK
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,4,R_1dBlZ1WJdQDelam
Nova Scoita,English_and_French,72.21428571428571,21.857142857142858,50.5,19.571428571428573,58,13.857142857142858,4,R_2BfBfmmubSKV99f
Ontario,English_and_French,55.97569444444444,38.579861111111114,52,18.51388888888889,50.451388888888886,21.944444444444443,0,R_eDsVtjD9D01IEwh
Quebec,English,59.65979381443299,44.08247422680412,51.77319587628866,16.15463917525773,49.23711340206186,25.185567010309278,0,R_bpFqkSFkaURsXHr
Alberta,English,32.018612521150594,63.32825719120135,36.2741116751269,11.196277495769882,32.7072758037225,27.68020304568528,2,R_1QsbAxICexFPK1z
Alberta,English,32.018612521150594,63.32825719120135,36.2741116751269,11.196277495769882,32.7072758037225,27.68020304568528,2,R_22ob2aQ7VmphB3z
British Columbia,English,46.58048780487805,43.99349593495935,47.03252032520325,14.266666666666667,48.78373983739837,22.816260162601626,2,R_1OOaOg2IhlXJMvC
Alberta,English,32.018612521150594,63.32825719120135,36.2741116751269,11.196277495769882,32.7072758037225,27.68020304568528,1,R_2SpMttXnGo8peNT
Alberta,English,32.018612521150594,63.32825719120135,36.2741116751269,11.196277495769882,32.7072758037225,27.68020304568528,0,R_xuBgrc2FY9iXD0t
Quebec,French,48.576628352490424,34.23946360153257,51.7911877394636,55.54214559386973,44.969348659003835,19.113026819923373,3,R_1jOjjZ1M8ZjuESJ
Alberta,English,32.018612521150594,63.32825719120135,36.2741116751269,11.196277495769882,32.7072758037225,27.68020304568528,2,R_2Vz0PgGtPul7rd4
British Columbia,English,46.58048780487805,43.99349593495935,47.03252032520325,14.266666666666667,48.78373983739837,22.816260162601626,1,R_CmBq1pcSNYdSoh3
Ontario,English,51.28266033254157,43.66627078384798,48.54334916864608,15.954869358669834,48.6561757719715,23.68764845605701,1,R_3OctHLMO0SVK2Z0
British Columbia,English,46.58048780487805,43.99349593495935,47.03252032520325,14.266666666666667,48.78373983739837,22.816260162601626,1,R_1B1GyUORPLwbnZT
Ontario,English_and_French,55.97569444444444,38.579861111111114,52,18.51388888888889,50.451388888888886,21.944444444444443,0,R_33qyccFbogikrOq
